40 7
Durchschnittliche 1
64 1
vereinzelt 1
SVES 1
08 4
Normotensive 4
entsprechendes 4
Dipping 4
Zusammenfassung 1
Tagsüber 1
Syst 2
110 8
90 2
130 3
Diast 1
In 17
Nacht 1
Echokardiographie 21
Normal 21
großer 21
linker 21
Ventrikel 21
normaler 49
systolischer 21
regionale 21
Wandbewegungsstörung 21
Systolischer 3
Pulmonalarteriendruck 3
Klappen 1
ohne 50
Befund 85
Perikarderguss 1
Pleuraerguss 1
Reha 5
Diagnosen 17
Rehabilitationsverlauf 11
Epikrise 12
Ziel 11
Rehabilitation 11
war 23
muskuläre 11
Kräftigung 11
psychische 11
Stabilisierung 11
Auch 16
Langzeit 15
durchgehend 15
normofrequenter 15
Rhythmusstörungen 15
aufgezeichnet 15
Ergebnis 2
Abschlussuntersuchung 4
gab 2
ihrer 3
Ausdauer 3
gesteigert 23
Insbesondere 1
fühlte 1
sie 1
kräftiger 1
ausdauernder 1
Während 3
Aufenthaltes 3
es 3
leichten 3
Verbesserung 3
Erschöpfungszustandes 3
gekommen 3
Der 31
normofrequent 6
Sozialmedizinische 1
Wir 2
entließen 1
80 8
Abnehmende 30
haeufig 30
zunehmender 30
Blasenkapazitaet 30
vor 23
Med 20
Einnahme 20
teilweise 20
diskret 56
dilatiertes 56
perirenale 86
Flüssigkeit 56
schlecht 3
kg 3
abgenommen 10
Infekt 3
Retentionsparameter 1
bekanntes 21
Hämatom 21
unteren 24
Nierenpol 21
1 38
verkleinert 1
leicht 56
gebessert 1
Prografspiegel 1
ist 9
Blut 1
PH 1
niedrig 1
eine 42
Tablette 1
Bicanorm 1
soweit 17
Stuhlgangprobleme 3
jetzt 1
Will 1
zum 2
Augenarzt 1
Sehverschlechterung 1
Cymeven 5
wenn 3
aufgebraucht 3
-> 3
absetzen 3
Polabstand 6
11 6
" 3
allgemeine 2
Schlappheit 2
Berichtet 2
häufiges 2
Wasserlassen 2
angepasst 6
Medikamente 6
erneut 6
besprochen 17
Fluessigkeit 30
Leukopenie 6
nicht 83
beklagt 2
Beinoedeme 2
Hinweis 2
frische 2
Thrombose 2
Furosemid 6
Dosis 6
erhoeht 12
20 13
Ausreichende 2
naechste 12
10mg 12
fallend 2
Etwas 1
Brennen 1
Urin 16
Stix 6
Kultur 6
gestaut 3
Restklammern 1
entfernt 1
oefters 12
verstopfte 12
oder 12
laufende 12
Nase 12
Neu 3
Blopress 2
Ende 2
nehmen 2
Angstzustaende 42
Subjektives 31
KG 30
konstant 30
groß 30
Schmerzen 107
naechster 12
12 18
Blasenkapazitaez 2
faellt 2
Cholesterin 6
unter 56
Rapamycin 6
weiterhin 6
Erhoehte 2
BZ 3
Mittwoch 15
starke 15
Blaehungen 15
Magenbeschwerden 15
versuchsweise 15
pausieren 15
angestiegen 10
daher 10
eventuell 10
Sehr 7
geehrte 7
Kollegen 1
wir 17
berichten 1
Ihnen 1
Frau 8
Lenze 1
vom 1
27 11
04 79
05 4
unserer 6
stationären 1
Behandlung 17
befand 7
Eine 32
deutliche 31
Beschwerdesymptomatik 21
bestand 24
rechtseitigen 21
abdominellen 21
Obstipation 21
bestanden 2
26 4
Körperliche 4
bds 9
Neurologischer 56
Pupillen 56
mittelweit 56
prompt 56
Licht 56
reagierend 56
Reduzierter 4
systemische 12
wird 33
gemessen 12
Frequenz 2
VAG 1
Sauerstoffsättigung 31
Raumluft 28
98 15
% 18
v 40
a 40
akute 15
Appendizitis 15
Labordiagnostisch 12
erhöhte 18
Entzündungsparameter 7
Entzündungswerte 9
sind 3
auch 6
Bezug 3
das 3
CRP 15
Es 9
fanden 6
50 6
dl 7
Verlauf 26
notfallmäßige 3
konventionelle 3
offene 3
Appendektomie 3
Zusätzlich 6
bilanzierte 6
Flüssigkeitsgabe 6
entsprechende 6
Schmerzanalgesie 6
begleitenden 6
Maßnahmen 40
worunter 6
stabilisierte 6
klinische 6
Zustand 6
besserte 40
postoperative 2
gestaltete 2
komplikationslos 2
Hb 1
Wert 1
g 7
Phase 6
Immobilisierung 6
Thromboseprophylaxe 6
niedermolekularen 6
Heparinen 6
durchgeführt 6
Weiterhin 6
kreislaufunterstützenden 6
supportiver 6
Allgemeinzustandes 6
engmaschige 13
Pulsoxymetrie 3
zeigte 54
ausreichende 3
weitgehend 7
zufriedenstellenden 1
Bereich 7
Besserung 11
hinsichtlich 1
Entfieberung 1
Erfreulicherweise 1
ein 7
Rückgang 1
führten 7
Zusammenarbeit 1
physiotherapeutischen 1
Abteilung 11
Eingriff 1
Frühmobilisation 1
Vollbelastung 1
Zuletzt 3
Mobilisierung 3
Begleitung 3
Physiotherapeutin 3
Zimmer 3
möglich 3
erfolgt 14
Ihre 14
weitere 4
ambulante 7
Betreuung 4
Einweisung 3
Hausarzt 6
stellte 3
trockenen 3
unproduktiven 3
Husten 27
Verschlechterungstendenz 3
thorakale 21
Dyspnoe 49
progrediente 21
Verschlechterung 21
Aus 6
Vorgeschichte 6
Schwimmbad 6
Besuch 6
während 6
Aufenthalt 6
Patienten 16
Tochter 6
Wien 6
fieberhafter 1
Temperaturen 1
> 1
38 1
C 1
Bauchdecken 55
eindrückbar 55
schmerzhaft 55
alle 55
Quadranten 68
vorhanden 55
Abwehrspannung 58
Nierenlager 55
klopfschmerzhaft 55
Leber 3
Milz 3
palpabel 3
72 3
jähr 3
feuchte 6
96 3
Röntgen 72
Thorax 108
CT 36
Legionellen 61
Pneumonie 51
charakteristische 36
fleckige 36
Infiltration 36
Unterlappen 36
linksseitig 36
klinischen 15
Bild 15
schwere 15
CAP 15
Anbetracht 10
initial 10
bestehenden 10
Entzündungskonstellation 10
antibiotisch 10
Levofloxacin 10
500 10
0 49
Tage 10
behandelt 10
was 10
Nachhinein 10
bakteriologischen 10
Resistenzprofil 10
als 10
treffsicher 10
erwies 10
Nachweis 10
Aufnahmetag 10
mittels 10
PCR 10
aus 10
; 10
kulturelle 10
Nachweiss 10
20818 10
SpO2 10
Serum 3
lag 3
zuletzt 3
gemessene 9
Kreatininkonzentration 3
d 3
antibiotischer 28
physikalisch 28
lungenpflegerischen 28
Vibraxmassage 28
Inhalationen 28
zusehends 28
Röntgenbild 10
Lunge 10
Befundes 10
Kreatininwert 1
perfekt 1
Reduktion 3
Lasix 3
250 3
125 3
﻿ 1
Herrn 1
Dr 11
med 1
Herr 7
Mustermann 1
Max 1
Musterstraße 1
11111 1
Musterort 1
Kurzarztbrief 1
Erwin 1
Schrödinger 1
29 11
Kollegin 6
geehrter 6
Kollege 6
uns 6
stationärer 6
Ben 1
Letzte 4
Medikation 5
Bisoprolol 3
Bisohexal 3
= 11
Ramipril 4
Deli 6
Metformin 1
Siofor 1
1000 1
Bemerkungen 4
Stationäre 4
Klinik 4
Katarakt 3
Operation 9
seniler 3
Katarkt 3
Phakoemulsifikation 6
Technik 6
Einbau 6
Kunstoff 6
Linse 6
häufiger 6
normotensiven 6
Leonardo 1
DiCaprio 1
Stationsarzt 2
Ärztin 2
schon 20
geworden 20
abends 20
160 20
systolisch 20
Gutes 2
Ansprechen 2
Diblocin 2
Locol 2
vertragen 2
ewas 2
weniger 2
Nykturie 2
Narbenschmerzen 6
Naechstes 2
Mal 2
Termin 2
Urologie 2
". 1
erste 3
NTx 3
01 6
2001 3
Wundschmerzen 1
ausführlich 1
Messgerät 1
zuhause 1
große 6
freie 1
Flüßigkeit 1
leer 3
23 4
Verlegungsdiagnose 10
Akutes 10
Appandizitis 10
Weiter 3
art 3
Hypertonie 3
I10 3
00 3
COPD 2
J44 1
99 1
z 1
B 4
Spiriva 1
22ug 1
Hub 1
Exazerbation 1
Abdominelle 28
kolikartigen 28
letzter 28
28 28
bretthart 3
rechten 3
Kontralateraler 10
Loslasschmerz 10
allen 10
Leukozyten 6
Wie 10
bereits 10
Ihrem 10
Mitarbeiter 10
Langenbeck 10
Verlegung 10
weiteren 10
Paul 1
Ehrlich 1
Wochen 1
depressive 1
Symptomatik 1
Engegefühl 28
Brust 28
unauffälligem 28
Psychosomatik 3
nächste 3
2012 3
abgefallen 1
niedrigem 6
Fk 6
Urbasonreduktion 6
Benzbromaron 1
deshalb 6
Nitrendipin 6
